parcelid,airconditioningtypeid,architecturalstyletypeid,basementsqft,bathroomcnt,bedroomcnt,buildingclasstypeid,buildingqualitytypeid,calculatedbathnbr,decktypeid,finishedfloor1squarefeet,calculatedfinishedsquarefeet,finishedsquarefeet12,finishedsquarefeet13,finishedsquarefeet15,finishedsquarefeet50,finishedsquarefeet6,fips,fireplacecnt,fullbathcnt,garagecarcnt,garagetotalsqft,hashottuborspa,heatingorsystemtypeid,latitude,longitude,lotsizesquarefeet,poolcnt,poolsizesum,pooltypeid10,pooltypeid2,pooltypeid7,propertycountylandusecode,propertylandusetypeid,propertyzoningdesc,rawcensustractandblock,regionidcity,regionidcounty,regionidneighborhood,regionidzip,roomcnt,storytypeid,threequarterbathnbr,typeconstructiontypeid,unitcnt,yardbuildingsqft17,yardbuildingsqft26,yearbuilt,numberofstories,fireplaceflag,structuretaxvaluedollarcnt,taxvaluedollarcnt,assessmentyear,landtaxvaluedollarcnt,taxamount,taxdelinquencyflag,taxdelinquencyyear,censustractandblock
12052493,,,,1.0,3.0,,6,1.0,,,1523.0,1523,,,,,06037,,1,,,,2,34175193,-118280630,6459.0,,,,,,0100,261,GLR1YY,060373014.002011,45457,3101,273617,96320,0.0,,,,1,,,1930.0,,,153000.0,764000.0,2016,611000.0,8309.4,,,60373014002011
12052800,1,,,3.0,4.0,,8,3.0,,,2270.0,2270,,,,,06037,,3,,,,2,34176228,-118285561,8563.0,,,,,,0100,261,GLR1YY,060373015.011000,45457,3101,273868,96320,0.0,,,,1,,,2008.0,,,145194.0,204407.0,2016,59213.0,2297.06,,,60373015011000
12052937,1,,,2.0,2.0,,8,2.0,,,1291.0,1291,,,,,06037,,2,,,,2,34168000,-118283000,47392.0,1,,,,1,010C,266,GLR4*,060373015.021004,45457,3101,273868,96320,0.0,,,,1,,,1981.0,,,138358.0,236110.0,2016,97752.0,2568.09,,,60373015021004
12052975,,,,1.0,3.0,,5,1.0,,,1064.0,1064,,,,,06037,,1,,,,7,34168115,-118281200,6457.0,,,,,,0100,261,GLR4YY,060373015.021002,45457,3101,273868,96320,0.0,,,,1,,,1929.0,,,4574.0,185712.0,2016,181138.0,2035.09,,,60373015021002
12053355,,,,3.0,4.0,,4,3.0,,,2154.0,,,2154,,,06037,,3,,,,7,34170292,-118290875,7662.0,,,,,,0300,247,GLR4*,060373016.014006,45457,3101,273868,96320,0.0,,,,3,,,1923.0,,,345185.0,873115.0,2016,527930.0,9625.28,,,60373016014006
12053370,,,,1.0,2.0,,4,1.0,,,1204.0,1204,,,,,06037,,1,,,,7,34169671,-118290773,7203.0,,,,,,0100,261,GLR4YY,060373016.014007,45457,3101,273868,96320,0.0,,,,1,,,1925.0,,,82249.0,411253.0,2016,329004.0,4559.46,,,60373016014007
12054245,,,,1.0,2.0,,5,1.0,,,841.0,841,,,,,06037,,1,,,,7,34168999,-118300001,5013.0,,,,,,0100,261,BUM2YY,060373107.032027,396054,3101,,96434,0.0,,,,1,,,1940.0,,,95818.0,239545.0,2016,143727.0,2699.45,,,60373107032027
12055182,,,,2.0,2.0,,7,2.0,,,1905.0,1905,,,,,06037,,2,,,,2,34158509,-118300558,11581.0,1,,,,1,0101,261,GLR1HY,060373016.023023,45457,3101,275207,96320,0.0,,,,1,,,1941.0,,,275898.0,687136.0,2016,411238.0,7518.62,,,60373016023023
12055288,,,,2.0,2.0,,6,2.0,,,1522.0,1522,,,,,06037,,2,,,,2,34161069,-118298098,7459.0,,,,,,0100,261,GLR1YY,060373016.023001,45457,3101,275207,96320,0.0,,,,1,,,1939.0,,,51246.0,256268.0,2016,205022.0,2898.83,,,60373016023001
12055579,,,,1.0,2.0,,4,1.0,,,908.0,908,,,,,06037,,1,,,,7,34157735,-118291372,5677.0,,,,,,0100,261,GLR1HY,060373016.022005,45457,3101,275207,96320,0.0,,,,1,,,1940.0,,,83331.0,416666.0,2016,333335.0,4521.91,,,60373016022005
12055602,1,,,3.0,2.0,,7,3.0,,,2261.0,2261,,,,,06037,,3,,,,2,34157279,-118292209,7943.0,1,,,,1,0101,261,GLR1H,060373016.022014,45457,3101,275207,96320,0.0,,,,1,,,1967.0,,,138695.0,693484.0,2016,554789.0,7662.17,,,60373016022014
12055962,,,,3.0,3.0,,8,3.0,,,2315.0,2315,,,,,06037,,3,,,,2,34170562,-118273622,12272.0,,,,,,0100,261,GLR1YY,060373012.051002,45457,3101,273837,96321,0.0,,,,1,,,1925.0,,,250400.0,837822.0,2016,587422.0,9243.96,,,60373012051002
12056062,,,,2.0,3.0,,7,2.0,,,1780.0,1780,,,,,06037,,2,,,,2,34171135,-118277221,6553.0,1,,,,1,0101,261,GLR1*,060373012.051005,45457,3101,273837,96321,0.0,,,,1,,,1935.0,,,189518.0,395117.0,2016,205599.0,4331.56,,,60373012051005
12056085,1,,,3.0,3.0,,6,3.0,,,1912.0,1912,,,,,06037,,3,,,,2,34170569,-118278538,6048.0,1,,,,1,0101,261,GLR1YY,060373012.051006,45457,3101,273837,96320,0.0,,,,1,,,1937.0,,,230796.0,652479.0,2016,421683.0,7193.46,,,60373012051006
12056208,,,,1.0,3.0,,6,1.0,,,1334.0,1334,,,,,06037,,1,,,,2,34168801,-118275872,6029.0,1,,,,1,0101,261,GLR1*,060373012.052000,45457,3101,273837,96321,0.0,,,,1,,,1929.0,,,104290.0,173163.0,2016,68873.0,604.6,,,60373012052000
12056308,,,,3.0,3.0,,8,3.0,,,1755.0,1755,,,,,06037,,3,,,,2,34166713,-118273952,8901.0,,,,,,0100,261,GLR1YY,060373012.051007,45457,3101,273837,96321,0.0,,,,1,,,1935.0,,,113749.0,236248.0,2016,122499.0,2697.37,,,60373012051007
12056377,1,,,2.0,2.0,,8,2.0,,,2294.0,2294,,,,,06037,,2,,,,2,34163964,-118275303,8821.0,,,,,,0100,261,GLR1*,060373012.063000,45457,3101,273837,96321,0.0,,,,1,,,1938.0,,,241277.0,371062.0,2016,129785.0,4101.49,,,60373012063000
12056500,,,,4.0,8.0,,,4.0,,,4202.0,,,4202,,,06037,,4,,,,,34163356,-118277469,6623.0,,,,,,0400,248,GLR4YY,060373012.063007,45457,3101,273837,96321,0.0,,,,4,,,1946.0,,,335581.0,1118614.0,2016,783033.0,12372.63,,,60373012063007
12056661,1,,,2.0,2.0,,6,2.0,,,1007.0,1007,,,,,06037,,2,,,,2,34162068,-118280605,6941.0,,,,,,0100,261,GLR4YY,060373017.012002,45457,3101,274995,96321,0.0,,,,1,,,1939.0,,,71982.0,261707.0,2016,189725.0,2932.62,Y,13,60373017012002
12057021,1,,,3.0,3.0,,7,3.0,,,2344.0,2344,,,,,06037,,3,,,,2,34173997,-118276215,17635.0,,,,,,0100,261,GLR1YY,060373013.002015,45457,3101,273837,96321,0.0,,,,1,,,1928.0,,,207106.0,1035533.0,2016,828427.0,11318.54,,,60373013002015
12057121,1,,,2.0,3.0,,6,2.0,,,2147.0,2147,,,,,06037,,2,,,,2,34175643,-118273369,10922.0,1,,,,1,0101,261,GLR1*,060373013.002012,45457,3101,273837,96321,0.0,,,,1,,,1948.0,,,90072.0,1050906.0,2016,960834.0,11461.16,,,60373013002012
12057244,,,,3.0,4.0,,7,3.0,,,3100.0,3100,,,,,06037,,3,,,,2,34174341,-118269039,8749.0,,,,,,0100,261,GLR1YY,060373013.001002,45457,3101,273837,96321,0.0,,,,1,,,1931.0,,,99949.0,148180.0,2016,48231.0,1728.24,,,60373013001002
12057367,1,,,3.0,3.0,,8,3.0,,,2412.0,2412,,,,,06037,,3,,,,2,34173536,-118266361,12824.0,,,,,,0100,261,GLR1YY,060373013.001000,45457,3101,273059,96321,0.0,,,,1,,,1941.0,,,84689.0,133956.0,2016,49267.0,1560.37,,,60373013001000
12057559,1,,,2.0,4.0,,8,2.0,,,2060.0,2060,,,,,06037,,2,,,,2,34176332,-118270860,9702.0,,,,,,0100,261,GLR1YY,060373013.002003,45457,3101,273837,96321,0.0,,,,1,,,1930.0,,,68621.0,114159.0,2016,45538.0,1316.9,,,60373013002003
12057735,1,,,4.0,4.0,,7,4.0,,,2217.0,2217,,,,,06037,,4,,,,2,34173179,-118263594,7570.0,1,,,,1,0101,261,GLR1YY,060373007.022027,45457,3101,273059,96321,0.0,,,,1,,,1955.0,,,318296.0,875694.0,2016,557398.0,9552.53,,,60373007022027
12058030,1,,,7.0,4.0,,10,7.0,,,6283.0,6283,,,,,06037,,7,,,,2,34173097,-118255290,75399.0,1,,,,1,0101,261,GLR1*,060373007.022016,45457,3101,273059,96326,0.0,,,,1,,,2002.0,,,1195815.0,2163214.0,2016,967399.0,23720.4,,,60373007022016
12058122,,,,4.0,4.0,,9,4.0,,,3103.0,3103,,,,,06037,,4,,,,2,34171331,-118260901,15981.0,1,,,,1,0101,261,GLR1R*,060373007.022030,45457,3101,273059,96321,0.0,,,,1,,,1952.0,,,351413.0,873542.0,2016,522129.0,9673.48,,,60373007022030
12058145,,,,4.0,3.0,,9,4.0,,,3992.0,3992,,,,,06037,,4,,,,2,34172594,-118258208,25895.0,1,,,,1,010G,261,GLR1-R*,060373007.022023,45457,3101,273059,96321,0.0,,,,1,,,1936.0,,,219000.0,583000.0,2016,364000.0,6573.19,,,60373007022023
12058383,1,,,3.0,3.0,,7,3.0,,,2435.0,2435,,,,,06037,,3,,,,2,34168572,-118259550,10197.0,,,,,,0100,261,GLR1*,060373012.031000,45457,3101,275856,96321,0.0,,,,1,,,1922.0,,,101825.0,712809.0,2016,610984.0,7888.96,,,60373012031000
12058406,,,,2.0,3.0,,8,2.0,,,1677.0,1677,,,,,06037,,2,,,,2,34166756,-118258122,7669.0,,,,,,0100,261,GLR1YY,060373012.031000,45457,3101,275856,96321,0.0,,,,1,,,1963.0,,,78468.0,119036.0,2016,40568.0,1345.14,,,60373012031000
12058574,1,,,3.0,2.0,,7,3.0,,,1549.0,1549,,,,,06037,,3,,,,2,34164000,-118260000,24038.0,1,,,,1,010C,266,GLR4*,060373012.031006,45457,3101,275856,96321,0.0,,,,1,,,1979.0,,,138235.0,228822.0,2016,90587.0,2575.19,,,60373012031006
12058727,1,,,2.0,2.0,,8,2.0,,,1511.0,1511,,,,,06037,,2,,,,2,34166000,-118261000,38304.0,,,,,,010C,266,GLR3R*,060373012.032000,45457,3101,275856,96321,0.0,,,,1,,,1974.0,,,63143.0,107852.0,2016,44709.0,1192.65,,,60373012032000
12058803,1,,,2.0,2.0,,6,2.0,,,1090.0,1090,,,,,06037,,2,,,,2,34164700,-118262000,33438.0,1,,,,1,010C,266,GLR4*,060373012.032000,45457,3101,275856,96321,0.0,,,,1,,,1974.0,,,106012.0,145657.0,2016,39645.0,1654.97,,,60373012032000
12059118,,,,2.0,3.0,,4,2.0,,,1507.0,1507,,,,,06037,,2,,,,7,34167958,-118263032,7227.0,1,,,,1,0101,261,GLR1*,060373012.032001,45457,3101,275856,96321,0.0,,,,1,,,1923.0,,,121398.0,607001.0,2016,485603.0,6690.82,,,60373012032001
12059356,,,,2.0,2.0,,8,2.0,,,1097.0,1097,,,,,06037,,2,,,,2,34164600,-118263000,29576.0,,,,,,010H,266,GLR4*,060373012.032004,45457,3101,275856,96321,0.0,,,,1,,,1957.0,,,101825.0,158971.0,2016,57146.0,1727.47,,,60373012032004
12059663,1,,,2.0,3.0,,6,2.0,,,1573.0,1573,,,,,06037,,2,,,,2,34165726,-118267006,8724.0,,,,,,0100,261,GLR1YY,060373012.053006,45457,3101,273837,96321,0.0,,,,1,,,1939.0,,,135975.0,679886.0,2016,543911.0,7487.45,,,60373012053006
12059709,,,,2.0,3.0,,6,2.0,,,1503.0,1503,,,,,06037,,2,,,,7,34165284,-118266117,6922.0,,,,,,0100,261,GLR1YY,060373012.053007,45457,3101,273837,96321,0.0,,,,1,,,1941.0,,,81458.0,407314.0,2016,325856.0,4451.87,,,60373012053007
12059953,,,,1.0,2.0,,5,1.0,,,1091.0,1091,,,,,06037,,1,,,,7,34162325,-118268618,5993.0,,,,,,0100,261,GLR4YY,060373012.064001,45457,3101,273837,96321,0.0,,,,1,,,1924.0,,,26689.0,54832.0,2016,28143.0,694.68,,,60373012064001
12060014,1,,,2.0,2.0,,6,2.0,,,1051.0,1051,,,,,06037,,2,,,,2,34163400,-118268000,26207.0,1,,,,1,010C,266,GLR4*,060373012.061001,45457,3101,273837,96321,0.0,,,,1,,,1976.0,,,126541.0,352079.0,2016,225538.0,3883.41,,,60373012061001
12060114,1,,,2.0,3.0,,8,2.0,,,1481.0,1481,,,,,06037,,2,,,,2,34163600,-118269000,53526.0,1,,,,1,010E,266,GLR4*,060373012.061001,45457,3101,273837,96321,0.0,,,,1,,,1962.0,,,175522.0,332922.0,2016,157400.0,3699.06,,,60373012061001
12060488,,,,2.0,3.0,,6,2.0,,,1460.0,1460,,,,,06037,,2,,,,7,34161057,-118271977,6658.0,,,,,,0100,261,GLR4YY,060373012.062010,45457,3101,273837,96321,0.0,,,,1,,,1927.0,,,63558.0,317821.0,2016,254263.0,3556.77,,,60373012062010
12060695,,,,2.0,3.0,,6,2.0,,,1442.0,1442,,,,,06037,,2,,,,7,34157537,-118274066,6064.0,,,,,,0100,261,GLR1YY,060373017.012023,45457,3101,274995,96321,0.0,,,,1,,,1940.0,,,105041.0,525211.0,2016,420170.0,5720.41,,,60373017012023
12060833,,,,1.0,3.0,,4,1.0,,,1038.0,1038,,,,,06037,,1,,,,7,34156484,-118271911,7933.0,,,,,,0100,261,GLR1YY,060373017.011008,45457,3101,274995,96321,0.0,,,,1,,,1926.0,,,85049.0,425254.0,2016,340205.0,4707.05,,,60373017011008
12060879,,,,1.0,2.0,,4,1.0,,,1245.0,1245,,,,,06037,,1,,,,7,34157404,-118272059,6017.0,,,,,,0100,261,GLR1YY,060373017.011008,45457,3101,274995,96321,0.0,,,,1,,,1926.0,,,100316.0,501608.0,2016,401292.0,5457.43,,,60373017011008
12060992,,,,1.0,2.0,,5,1.0,,,984.0,984,,,,,06037,,1,,,,7,34160981,-118264389,5277.0,,,,,,0100,261,GLR4YY,060373012.064003,45457,3101,275856,96321,0.0,,,,1,,,1923.0,,,51640.0,258226.0,2016,206586.0,2809.52,,,60373012064003
12061098,1,,,2.0,3.0,,6,2.0,,,1205.0,1205,,,,,06037,,2,,,,2,34160600,-118264000,14273.0,,,,,,010C,266,GLR4*,060373012.041004,45457,3101,275856,96321,0.0,,,,1,,,1993.0,,,143150.0,435542.0,2016,292392.0,4720.18,,,60373012041004
12061325,1,,,2.0,2.0,,8,2.0,,,1283.0,1283,,,,,06037,,2,,,,2,34163500,-118261000,6214.0,,,,,,010C,266,,060373012.043000,45457,3101,275856,96321,0.0,,,,1,,,1980.0,,,141414.0,409015.0,2016,267601.0,4515.82,,,60373012043000
12061745,1,,,1.0,1.0,,6,1.0,,,729.0,729,,,,,06037,,1,,,,2,34157700,-118262000,30619.0,1,,,,1,010E,266,GLR4*,060373018.013011,45457,3101,273789,96322,0.0,,,,1,,,1974.0,,,79321.0,120727.0,2016,41406.0,1367.81,,,60373018013011
12062616,1,,,2.0,1.0,,8,2.0,,,892.0,892,,,,,06037,,2,,,,2,34155500,-118262000,15277.0,,,,,,010C,266,GLR4*,060373018.012001,45457,3101,275884,96322,0.0,,,,1,,,1984.0,,,76607.0,95751.0,2016,19144.0,1110.27,,,60373018012001
12062639,1,,,2.0,2.0,,6,2.0,,,1362.0,1362,,,,,06037,,2,,,,2,34150553,-118265300,5852.0,,,,,,0100,261,GLR4*,060373017.022006,45457,3101,275884,96322,0.0,,,,1,,,1938.0,,,51445.0,142500.0,2016,91055.0,1576.94,,,60373017022006
12062875,1,,,2.0,3.0,,8,2.0,,,1490.0,1490,,,,,06037,,2,,,,2,34149600,-118262000,28141.0,,,,,,010C,266,GLR4YY,060373018.021005,45457,3101,275884,96322,0.0,,,,1,,,1998.0,,,197316.0,263525.0,2016,66209.0,2947.87,,,60373018021005
12063689,,,,3.0,4.0,,,3.0,,,2349.0,,,2349,,,06037,,3,,,,,34149529,-118265726,6824.0,,,,,,0300,247,GLR4YY,060373017.022008,45457,3101,275884,96322,0.0,,,,3,,,1942.0,,,28055.0,238548.0,2016,210493.0,2683.27,,,60373017022008
12065708,1,,,2.0,2.0,,7,2.0,,,1045.0,1045,,,,,06037,,2,,,,2,34148600,-118252000,22570.0,,,,,,010E,266,GLR4*,060373020.021000,45457,3101,273257,96325,0.0,,,,1,,,1963.0,,,132628.0,185678.0,2016,53050.0,2085.87,,,60373020021000
12066135,1,,,3.0,2.0,,8,3.0,,,1048.0,1048,,,,,06037,,3,,,,2,34153800,-118252000,15308.0,,,,,,010C,266,GLR4*,060373019.004005,45457,3101,273257,96325,0.0,,,,1,,,1987.0,,,98000.0,405000.0,2016,307000.0,4459.52,,,60373019004005
12066188,1,,,1.0,1.0,,8,1.0,,,846.0,846,,,,,06037,,1,,,,2,34153600,-118251000,14867.0,,,,,,010C,266,GLR4*,060373019.004003,45457,3101,273257,96325,0.0,,,,1,,,1973.0,,,79514.0,129191.0,2016,49677.0,1391.88,,,60373019004003
12066288,1,,,1.0,1.0,,8,1.0,,,779.0,779,,,,,06037,,1,,,,2,34153000,-118250000,22312.0,1,,,,1,010E,266,GLR4*,060373019.004002,45457,3101,273257,96325,0.0,,,,1,,,1975.0,,,99855.0,166416.0,2016,66561.0,1864.37,,,60373019004002
12066541,1,,,3.0,3.0,,7,3.0,,,1845.0,1845,,,,,06037,,3,,,,2,34153400,-118249000,14992.0,,,,,,010C,266,GLR2YY,060373019.003022,45457,3101,273257,96325,0.0,,,,1,,,1991.0,,,237204.0,318081.0,2016,80877.0,3486.14,,,60373019003022
12066922,1,,,1.0,1.0,,6,1.0,,,839.0,839,,,,,06037,,1,,,,2,34150700,-118250000,44249.0,1,,,,1,010C,266,GLR4*,060373020.022001,45457,3101,273257,96325,0.0,,,,1,,,1973.0,,,111109.0,250788.0,2016,139679.0,2703.48,,,60373020022001
12067137,1,,,2.0,1.0,,8,2.0,,,1016.0,1016,,,,,06037,,2,,,,2,34155000,-118252000,21862.0,1,,,,1,010C,266,GLR4*,060373019.001021,45457,3101,273257,96325,0.0,,,,1,,,1982.0,,,71412.0,171720.0,2016,100308.0,1859.51,,,60373019001021
12067197,1,,,3.0,2.0,,7,3.0,,,1710.0,1710,,,,,06037,,3,,,,2,34150800,-118250000,37584.0,1,,,,1,010C,266,GLR4*,060373020.022002,45457,3101,273257,96325,0.0,,,,1,,,1977.0,,,115518.0,163896.0,2016,48378.0,1881.03,,,60373020022002
12067381,,,,4.0,5.0,,4,4.0,,,3905.0,,,3905,,,06037,,4,,,,,34151041,-118252551,6770.0,,,,,,0400,248,GLR4YY,060373020.022006,45457,3101,273257,96325,0.0,,,,4,,,1913.0,,,100732.0,432751.0,2016,332019.0,4942.35,,,60373020022006
12067450,1,,,1.0,1.0,,8,1.0,,,657.0,657,,,,,06037,,1,,,,2,34150100,-118253000,25790.0,,,,,,010C,266,GLR4*,060373020.022006,45457,3101,273257,96325,0.0,,,,1,,,1959.0,,,66971.0,93219.0,2016,26248.0,993.95,,,60373020022006
12067595,,,,3.0,3.0,,8,3.0,,,1968.0,1968,,,,,06037,,3,,,,2,34159786,-118245705,7261.0,,,,,,0100,261,GLR1YY,060373011.003008,45457,3101,275257,96326,0.0,,,,1,,,1929.0,,,206632.0,1033185.0,2016,826553.0,11242.28,,,60373011003008
12067687,,,,2.0,4.0,,4,2.0,,,1658.0,1658,,,,,06037,,2,,,,7,34159616,-118247458,6694.0,1,,,,1,0101,261,GLR1YY,060373011.003010,45457,3101,275257,96326,0.0,,,,1,,,1926.0,,,102208.0,464595.0,2016,362387.0,5077.67,,,60373011003010
12067710,,,,1.0,3.0,,6,1.0,,,1378.0,1378,,,,,06037,,1,,,,7,34159179,-118248492,6884.0,,,,,,0100,261,GLR1YY,060373011.003011,45457,3101,275257,96326,0.0,,,,1,,,1924.0,,,35801.0,75953.0,2016,40152.0,937.67,,,60373011003011
12067794,1,,,1.0,1.0,,6,1.0,,,745.0,745,,,,,06037,,1,,,,2,34160600,-118252000,51965.0,1,,,,1,010E,266,GLR4*,060373011.006000,45457,3101,275257,96326,0.0,,,,1,,,1973.0,,,28479.0,30814.0,2016,2335.0,395.58,,,60373011006000
12067961,,,,1.0,3.0,,6,1.0,,,1740.0,1740,,,,,06037,,1,,,,7,34159731,-118249495,7380.0,1,,,,1,0108,261,GLR1*,060373011.006004,45457,3101,275257,96326,0.0,,,,1,,,1925.0,,,167516.0,837581.0,2016,670065.0,9194.11,,,60373011006004
12068158,1,,,3.0,3.0,,,3.0,,,2171.0,2171,,,,,06037,,3,,,,2,34157100,-118253000,38248.0,1,,,,1,010C,266,GLR4*,060373019.001007,45457,3101,273257,96325,0.0,,,,1,,,1982.0,,,207731.0,467396.0,2016,259665.0,5102.43,,,60373019001007
12068280,1,,,3.0,2.0,,8,3.0,,,1379.0,1379,,,,,06037,,3,,,,2,34156900,-118248000,13559.0,,,,,,010E,266,GLR4YY,060373019.001011,45457,3101,275257,96325,0.0,,,,1,,,1982.0,,,168816.0,259158.0,2016,90342.0,2824.5,,,60373019001011
12068744,1,,,5.0,8.0,,6,5.0,,,4357.0,,,4357,,,06037,,5,,,,,34151383,-118243249,7299.0,,,,,,0400,248,GLR4*,060373020.031002,45457,3101,276258,96325,0.0,,,,4,,,1976.0,,,349139.0,839061.0,2016,489922.0,9369.74,,,60373020031002
12068782,1,,,2.0,2.0,,9,2.0,,,1249.0,1249,,,,,06037,,2,,,,2,34150200,-118243000,27329.0,1,,,,1,010C,266,GLR4*,060373020.031001,45457,3101,276258,96325,0.0,,,,1,,,1980.0,,,122048.0,203526.0,2016,81478.0,2213.55,,,60373020031001
12068805,1,,,3.0,2.0,,6,3.0,,,946.0,946,,,,,06037,,3,,,,2,34151300,-118243000,11885.0,,,,,,010C,266,GLR4YY,060373020.031001,45457,3101,276258,96325,0.0,,,,1,,,1992.0,,,152273.0,286796.0,2016,134523.0,3101.96,,,60373020031001
12069027,1,,,2.0,2.0,,8,2.0,,,839.0,839,,,,,06037,,2,,,,2,34150700,-118239000,44708.0,,,,,,010C,266,GLR4*,060373020.041000,45457,3101,276258,96325,0.0,,,,1,,,1979.0,,,113612.0,289441.0,2016,175829.0,3129.59,,,60373020041000
12069050,,,,2.0,4.0,,,2.0,,,2020.0,,,2020,,,06037,,2,,,,,34149612,-118240376,8012.0,,,,,,0200,246,GLR4YY,060373020.041001,45457,3101,276258,96325,0.0,,,,2,,,1923.0,,,19348.0,228021.0,2016,208673.0,2617.26,,,60373020041001
12069088,,,,3.0,5.0,,2,3.0,,,1708.0,,,1708,,,06037,,3,,,,,34148750,-118240718,6820.0,,,,,,0200,246,GLR4YY,060373020.041004,45457,3101,276258,96325,0.0,,,,1,,,1915.0,,,37073.0,215850.0,2016,178777.0,2467.95,,,60373020041004
12069278,1,,,2.0,2.0,,6,2.0,,,1605.0,1605,,,,,06037,,2,,,,2,34148400,-118238000,13428.0,,,,,,010C,266,GLR4*,060373020.041005,45457,3101,276258,96325,0.0,,,,1,,,1983.0,,,155302.0,341991.0,2016,186689.0,3728.85,,,60373020041005
12069301,1,,,3.0,2.0,,8,3.0,,,972.0,972,,,,,06037,,3,,,,2,34148400,-118237000,7267.0,,,,,,010C,266,GLR4*,060373020.041005,45457,3101,276258,96325,0.0,,,,1,,,1988.0,,,111556.0,219622.0,2016,108066.0,2452.33,,,60373020041005
12069590,1,,,3.0,3.0,,7,3.0,,,1380.0,1380,,,,,06037,,3,,,,2,34147800,-118238000,8951.0,,,,,,010C,266,GLR4YY,060373020.041007,45457,3101,276258,96325,0.0,,,,1,,,1991.0,,,180700.0,489800.0,2016,309100.0,5315.48,,,60373020041007
12069736,,,,2.0,3.0,,6,2.0,,,1732.0,1732,,,,,06037,,2,,,,2,34159985,-118243575,7321.0,,,,,,0100,261,GLR1YY,060373011.002008,45457,3101,275257,96326,0.0,,,,1,,,1927.0,,,259317.0,737420.0,2016,478103.0,8033.96,,,60373011002008
12069859,,,,2.0,3.0,,8,2.0,,,2095.0,2095,,,,,06037,,2,,,,2,34163193,-118238200,10345.0,1,,,,1,0101,261,GLR1YY,060373011.001005,45457,3101,275257,96326,0.0,,,,1,,,1934.0,,,201029.0,824993.0,2016,623964.0,9085.75,,,60373011001005
12070050,,,,2.0,4.0,,,2.0,,,1596.0,,,1596,,,06037,,2,,,,,34161008,-118236588,6940.0,,,,,,0200,246,GLR4YY,060373010.004000,45457,3101,273313,96325,0.0,,,,2,,,1944.0,,,129480.0,283241.0,2016,153761.0,3116.72,,,60373010004000
12070914,1,,,2.0,3.0,,7,2.0,,,1963.0,1963,,,,,06037,,2,,,,2,34164100,-118252000,24999.0,1,,,,1,010C,266,GLR3*,060373011.004008,45457,3101,275257,96326,0.0,,,,1,,,1978.0,,,183859.0,296535.0,2016,112676.0,3258.58,Y,10,60373011004008
12070960,1,,,2.0,1.0,,6,2.0,,,1297.0,1297,,,,,06037,,2,,,,2,34166439,-118248785,7059.0,,,,,,0100,261,GLR1*,060373011.004000,45457,3101,275257,96326,0.0,,,,1,,,1949.0,,,103698.0,333277.0,2016,229579.0,3718.54,,,60373011004000
12071060,1,,,2.0,1.0,,8,2.0,,,995.0,995,,,,,06037,,2,,,,2,34163100,-118251000,29922.0,1,,,,1,010E,266,GLR4,060373011.005000,45457,3101,275257,96326,0.0,,,,1,,,1963.0,,,114824.0,335031.0,2016,220207.0,3700.96,,,60373011005000
12071950,1,,,2.0,4.0,,7,2.0,,,2267.0,2267,,,,,06037,,2,,,,2,34169442,-118241599,8993.0,,,,,,0100,261,GLR1YY,060373007.021014,45457,3101,273890,96326,0.0,,,,1,,,1966.0,,,112761.0,154774.0,2016,42013.0,1761.06,,,60373007021014
12072172,1,,,6.0,4.0,,10,6.0,,,3685.0,3685,,,,,06037,,6,,,,2,34167099,-118245238,9988.0,,,,,,0100,261,GLR1YY,060373007.021014,45457,3101,275257,96326,0.0,,,,1,,,2003.0,,,690598.0,1651432.0,2016,960834.0,18086.21,,,60373007021014
12072479,1,,,2.0,3.0,,8,2.0,,,2282.0,2282,,,,,06037,,2,,,,2,34172096,-118243169,9260.0,,,,,,0100,261,GLR1*,060373007.021013,45457,3101,273890,96326,0.0,,,,1,,,1964.0,,,196154.0,475108.0,2016,278954.0,5231.69,,,60373007021013
12072955,,,,3.0,4.0,,7,3.0,,,3236.0,3236,,,,,06037,,3,,,,2,34165884,-118238968,8911.0,,,,,,0100,261,GLR1*,060373007.021026,45457,3101,275257,96326,0.0,,,,1,,,1930.0,,,133853.0,179391.0,2016,45538.0,2057.39,,,60373007021026
12072978,,,,2.0,1.0,,8,2.0,,,1758.0,1758,,,,,06037,,2,,,,2,34165423,-118238305,6074.0,,,,,,0100,261,GLR1YY,060373007.021025,45457,3101,275257,96326,0.0,,,,1,,,1929.0,,,216529.0,802537.0,2016,586008.0,8734.82,,,60373007021025
12073216,1,,,4.0,5.0,,7,4.0,,,3706.0,3706,,,,,06037,,4,,,,2,34172614,-118237027,16333.0,1,,,,1,0101,261,GLR1*,060373007.021003,45457,3101,273890,96326,0.0,,,,1,,,1985.0,,,437382.0,677596.0,2016,240214.0,7503.6,,,60373007021003
12073639,,,,2.0,3.0,,7,2.0,,,1775.0,1775,,,,,06037,,2,,,,2,34172636,-118223846,14786.0,,,,,,0100,261,GLR1*,060373008.001007,45457,3101,275857,96327,0.0,,,,1,,,1951.0,,,257195.0,806388.0,2016,549193.0,8890.27,,,60373008001007
12073662,1,,,2.0,2.0,,8,2.0,,,1517.0,1517,,,,,06037,,2,,,,2,34172900,-118226000,39663.0,,,,,,010C,266,GLR4L*,060373008.001007,45457,3101,275857,96327,0.0,,,,1,,,1980.0,,,259017.0,388004.0,2016,128987.0,4300.39,,,60373008001007
