game_name,game_rank,game_year,genre,na_sales,eu_sales,jp_sales,other_sales,platform,publisher,title,rank,report_date
"The Sims: Vacation",457,2002,Simulation,1.72,1.21,0,0.14,PC,"Electronic Arts",NULL,NULL,NULL
"Mass Effect 3",458,2012,Role-Playing,1.94,0.86,0.03,0.24,X360,"Electronic Arts",NULL,NULL,NULL
"Kung Fu Panda",459,2008,Action,1.91,0.84,0,0.29,X360,Activision,NULL,NULL,NULL
"Far Cry 3",460,2012,Shooter,1.38,1.35,0.02,0.28,X360,Ubisoft,NULL,NULL,NULL
"Epic Mickey",461,2010,Platform,2.06,0.64,0.12,0.22,Wii,"Disney Interactive Studios",NULL,NULL,NULL
"Saints Row 2",462,2008,Action,1.94,0.8,0.02,0.27,X360,THQ,NULL,NULL,NULL
Rayman,463,1995,Platform,1.54,1.33,0,0.16,PS,Ubisoft,NULL,NULL,NULL
"Killzone 2",464,2009,Shooter,1.4,1.07,0.08,0.47,PS3,"Sony Computer Entertainment",NULL,NULL,NULL
"Tom Clancy's Splinter Cell",465,2002,Action,1.85,1.04,0,0.13,XB,Ubisoft,NULL,NULL,NULL
"Mike Tyson's Punch-Out!!",466,1987,Fighting,2.03,0.47,0.45,0.07,NES,Nintendo,NULL,NULL,NULL
"WWE SmackDown! Shut Your Mouth",467,2002,Sports,1.45,1.13,0.07,0.38,PS2,THQ,NULL,NULL,NULL
"Gears of War: Ultimate Edition",468,2015,Shooter,2.38,0.32,0,0.31,XOne,"Microsoft Game Studios",NULL,NULL,NULL
"NBA 2K13",469,2012,Sports,2.6,0.21,0.01,0.19,X360,"Take-Two Interactive",NULL,NULL,NULL
"Dragon Ball Z: Budokai Tenkaichi 3",470,2007,Fighting,1.15,0,0.76,1.09,PS2,Atari,NULL,NULL,NULL
"Middle-Earth: Shadow of Mordor",472,2014,Action,1.01,1.41,0.05,0.53,PS4,"Warner Bros. Interactive Entertainment",NULL,NULL,NULL
"Star Fox",473,1993,Shooter,1.61,0.51,0.8,0.07,SNES,Nintendo,NULL,NULL,NULL
"The Sims: Livin Large",474,2000,Misc,1.67,1.18,0,0.13,PC,"Electronic Arts",NULL,NULL,NULL
"World Soccer Winning Eleven 6 International",475,2002,Sports,0.12,1.26,1.16,0.45,PS2,"Konami Digital Entertainment",NULL,NULL,NULL
"Devil May Cry",476,2001,Action,1.36,0.86,0.64,0.13,PS2,Capcom,NULL,NULL,NULL
"Animal Crossing: Happy Home Designer",477,2015,Simulation,0.47,1,1.39,0.12,3DS,Nintendo,NULL,NULL,NULL
"Battlefield: Bad Company 2",478,2010,Shooter,1.33,1.12,0.08,0.45,PS3,"Electronic Arts",NULL,NULL,NULL
"The Sims 4",479,2014,Simulation,0.96,1.72,0,0.29,PC,"Electronic Arts",NULL,NULL,NULL
"Star Wars: The Old Republic",480,2011,Role-Playing,1.58,1.01,0,0.38,PC,"Electronic Arts",NULL,NULL,NULL
"Sonic Heroes",481,2003,Platform,1.04,1.37,0.06,0.49,PS2,Sega,NULL,NULL,NULL
"Kirby Super Star Ultra",482,2008,Platform,1.57,0.04,1.19,0.15,DS,Nintendo,NULL,NULL,NULL
"Hitman 2: Silent Assassin",483,2002,Action,1.36,1.15,0.04,0.41,PS2,"Eidos Interactive",NULL,NULL,NULL
"Street Fighter IV",484,2009,Fighting,1.82,0.71,0.15,0.26,X360,Capcom,NULL,NULL,NULL
"Wave Race 64",485,1996,Racing,1.98,0.58,0.34,0.04,N64,Nintendo,NULL,NULL,NULL
"SOCOM II: U.S. Navy SEALs",486,2003,Shooter,2.22,0.51,0.06,0.15,PS2,"Sony Computer Entertainment",NULL,NULL,NULL
"WWE SmackDown! vs. RAW 2006",487,2005,Fighting,1.45,1.11,0.04,0.33,PS2,THQ,NULL,NULL,NULL
inFAMOUS,488,2009,Action,1.76,0.69,0.12,0.37,PS3,"Sony Computer Entertainment",NULL,NULL,NULL
"Pac-Man Collection",489,2001,Puzzle,2.07,0.77,0.05,0.05,GBA,Atari,NULL,NULL,NULL
"Mass Effect",490,2007,Role-Playing,1.83,0.8,0.03,0.27,X360,"Microsoft Game Studios",NULL,NULL,NULL
"WarioWare: Smooth Moves",491,2006,Puzzle,0.87,1.06,0.73,0.26,Wii,Nintendo,NULL,NULL,NULL
"Cooking Mama: Cook Off",492,2007,Simulation,1.43,1.13,0.05,0.3,Wii,"505 Games",NULL,NULL,NULL
"Super Mario World 2: Yoshi's Island",493,2002,Platform,1.75,0.45,0.62,0.09,GBA,Nintendo,NULL,NULL,NULL
"FIFA 14",494,2013,Sports,0.61,1.85,0.11,0.33,PS4,"Electronic Arts",NULL,NULL,NULL
Titanfall,495,2014,Shooter,1.84,0.8,0.04,0.22,XOne,"Electronic Arts",NULL,NULL,NULL
"Sonic Mega Collection Plus",496,2004,Misc,1.54,1.14,0,0.22,PS2,Sega,NULL,NULL,NULL
"Sega Superstars Tennis",497,2008,Sports,1.75,0.86,0,0.28,X360,Sega,NULL,NULL,NULL
"World Soccer Winning Eleven 7 International",498,2003,Sports,0.08,1.24,1.13,0.45,PS2,"Konami Digital Entertainment",NULL,NULL,NULL
"Need for Speed: Most Wanted",499,2012,Racing,0.71,1.51,0.06,0.61,PS3,"Electronic Arts",NULL,NULL,NULL
"Hot Shots Golf 3",500,2001,Sports,0.99,0.32,1.38,0.2,PS2,"Sony Computer Entertainment",NULL,NULL,NULL
"Call of Duty: Finest Hour",501,2004,Shooter,1.51,1.12,0.01,0.24,PS2,Activision,NULL,NULL,NULL
"Zumba Fitness 2",502,2011,Sports,1.54,1.07,0,0.28,Wii,"Majesco Entertainment",NULL,NULL,NULL
"Syphon Filter",503,1999,Shooter,2.03,0.72,0.02,0.11,PS,"Sony Computer Entertainment",NULL,NULL,NULL
"Imagine: Babyz",504,2007,Simulation,1.3,1.27,0,0.31,DS,Ubisoft,NULL,NULL,NULL
"Colin McRae Rally",505,1998,Racing,0.09,2.43,0.12,0.22,PS,Codemasters,NULL,NULL,NULL
"Call of Duty: Ghosts",506,2013,Shooter,1.87,0.77,0,0.22,XOne,Activision,NULL,NULL,NULL
"Madden NFL 13",507,2012,Sports,2.53,0.16,0,0.17,X360,"Electronic Arts",NULL,NULL,NULL
"The Elder Scrolls III: Morrowind",508,2002,Role-Playing,2.09,0.63,0.03,0.11,XB,Ubisoft,NULL,NULL,NULL
"Mortal Kombat",509,2011,Fighting,1.98,0.55,0,0.32,PS3,"Warner Bros. Interactive Entertainment",NULL,NULL,NULL
F-Zero,510,1990,Racing,1.37,0.51,0.89,0.07,SNES,Nintendo,NULL,NULL,NULL
"Yoshi's Story",511,1997,Platform,1.29,0.53,0.98,0.05,N64,Nintendo,NULL,NULL,NULL
"Command & Conquer: Red Alert",512,1996,Strategy,1.37,1.34,0,0.14,PC,"Virgin Interactive",NULL,NULL,NULL
"Skylanders: Spyro's Adventure",513,2011,Action,1.4,1.14,0,0.31,Wii,Activision,NULL,NULL,NULL
"FIFA 16",514,2015,Sports,0.4,1.98,0.05,0.42,PS3,"Electronic Arts",NULL,NULL,NULL
"Assassin's Creed: Brotherhood",515,2010,Action,1.87,0.57,0.11,0.3,PS3,Ubisoft,NULL,NULL,NULL
BioShock,516,2007,Shooter,1.65,0.86,0.05,0.28,X360,"Take-Two Interactive",NULL,NULL,NULL
"Madden NFL 10",517,2009,Sports,2.52,0.09,0,0.22,X360,"Electronic Arts",NULL,NULL,NULL
"Medal of Honor",518,2010,Shooter,1.28,1.05,0.07,0.43,PS3,"Electronic Arts",NULL,NULL,NULL
"WWE SmackDown! vs. Raw",519,2002,Fighting,1.32,1.08,0.04,0.39,PS2,THQ,NULL,NULL,NULL
"Metroid Prime",520,2002,Shooter,1.96,0.67,0.1,0.09,GC,Nintendo,NULL,NULL,NULL
"Finding Nemo",521,2003,Action,1.59,1.05,0.04,0.14,GBA,THQ,NULL,NULL,NULL
Myst,522,1994,Adventure,0.02,2.79,0,0,PC,"Red Orb",NULL,NULL,NULL
"Need for Speed: Hot Pursuit",523,2010,Racing,1.05,1.25,0.03,0.48,PS3,"Electronic Arts",NULL,NULL,NULL
"Imagine: Fashion Designer",524,2007,Simulation,1.32,1.19,0,0.3,DS,Ubisoft,NULL,NULL,NULL
"WWE SmackDown! Here Comes the Pain",525,2003,Fighting,1.32,1.06,0.04,0.38,PS2,THQ,NULL,NULL,NULL
"Star Wars: The Force Unleashed",526,2008,Action,1.74,0.8,0,0.26,X360,LucasArts,NULL,NULL,NULL
"Yoshi's Island DS",527,2006,Platform,1.47,0.07,1.1,0.15,DS,Nintendo,NULL,NULL,NULL
"Hot Shots Golf",528,1997,Sports,0.29,0.2,2.13,0.18,PS,"Sony Computer Entertainment",NULL,NULL,NULL
"Killzone 3",529,2011,Shooter,1.45,0.88,0.09,0.38,PS3,"Sony Computer Entertainment",NULL,NULL,NULL
"A Bug's Life",530,1998,Platform,1.96,0.72,0,0.11,PS,"Sony Computer Entertainment",NULL,NULL,NULL
"WWF SmackDown! Just Bring It",531,2001,Fighting,1.19,1.15,0.04,0.41,PS2,THQ,NULL,NULL,NULL
"Dragon Quest V: Tenkuu no Hanayome",532,1992,Role-Playing,0,0,2.78,0.01,SNES,"Enix Corporation",NULL,NULL,NULL
"Mortal Kombat Trilogy",533,1996,Fighting,1.98,0.7,0,0.11,PS,"GT Interactive",NULL,NULL,NULL
"Battlefield 3",534,2011,Shooter,0.89,1.43,0,0.48,PC,"Electronic Arts",NULL,NULL,NULL
"NBA Street",535,2001,Sports,2.19,0.22,0,0.38,PS2,"Electronic Arts",NULL,NULL,NULL
,536,2009,Puzzle,0.3,1.47,0.68,0.34,DS,Nintendo,NULL,NULL,NULL
"Monster Hunter Tri",537,2011,Role-Playing,0.46,0.29,1.96,0.07,3DS,Nintendo,NULL,NULL,NULL
"Jak II",538,2003,Platform,1.68,0.74,0,0.36,PS2,"Sony Computer Entertainment",NULL,NULL,NULL
"inFAMOUS: Second Son",539,2014,Action,1.27,0.97,0.07,0.47,PS4,"Sony Computer Entertainment",NULL,NULL,NULL
"Ratchet & Clank: Going Commando",540,2003,Platform,1.44,0.83,0.26,0.25,PS2,"Sony Computer Entertainment",NULL,NULL,NULL
"Tekken 6",541,2009,Fighting,1.2,0.98,0.17,0.43,PS3,"Namco Bandai Games",NULL,NULL,NULL
"The Sims",542,2003,Simulation,1.41,1.12,0,0.24,PS2,"Electronic Arts",NULL,NULL,NULL
"Sonic and the Secret Rings",543,2007,Platform,1.24,1.2,0.04,0.3,Wii,Sega,NULL,NULL,NULL
"Saints Row: The Third",544,2011,Action,1.25,1.15,0.07,0.3,X360,THQ,NULL,NULL,NULL
"Missile Command",545,1980,Shooter,2.56,0.17,0,0.03,2600,Atari,NULL,NULL,NULL
"Mario Paint",546,1992,Misc,1.43,0.54,0.71,0.07,SNES,Nintendo,NULL,NULL,NULL
"Assassin's Creed IV: Black Flag",547,2013,Action,1.07,1.31,0.06,0.31,PS4,Ubisoft,NULL,NULL,NULL
"Pokémon Stadium 2",548,2000,Strategy,1.02,0.36,1.13,0.23,N64,Nintendo,NULL,NULL,NULL
Metroid,549,1986,Action,1.33,0.31,1.04,0.05,NES,Nintendo,NULL,NULL,NULL
"L.A. Noire",550,2011,Adventure,1.52,0.94,0.02,0.24,X360,"Take-Two Interactive",NULL,NULL,NULL
"Call of Duty 3",551,2006,Shooter,1.49,0.93,0.02,0.27,X360,Activision,NULL,NULL,NULL
"The Legend of Zelda: A Link to the Past",552,2002,Action,1.75,0.52,0.33,0.1,GBA,Nintendo,NULL,NULL,NULL
"Onimusha: Warlords",553,2001,Action,0.99,0.48,1.09,0.14,PS2,"Virgin Interactive",NULL,NULL,NULL
"Mortal Kombat X",554,2015,Fighting,1.47,0.76,0,0.47,PS4,"Warner Bros. Interactive Entertainment",NULL,NULL,NULL
"Mario Party",555,1998,Misc,1.25,0.53,0.87,0.05,N64,Nintendo,NULL,NULL,NULL
"Madden NFL 12",556,2011,Sports,2.42,0.11,0,0.16,X360,"Electronic Arts",NULL,NULL,NULL
"LEGO Star Wars II: The Original Trilogy",557,2006,Action,1.85,0.64,0.01,0.19,PS2,LucasArts,NULL,NULL,NULL
"Madden NFL 11",558,2010,Sports,2.38,0.12,0,0.18,X360,"Electronic Arts",NULL,NULL,NULL
"Mario vs. Donkey Kong: Mini-Land Mayhem!",559,2010,Puzzle,1.63,0.52,0.35,0.18,DS,Nintendo,NULL,NULL,NULL
"Skate 3",560,2010,Sports,1.46,0.98,0,0.24,X360,"Electronic Arts",NULL,NULL,NULL
"Burnout 3: Takedown",561,2004,Racing,1.23,1.11,0,0.34,PS2,"Electronic Arts",NULL,NULL,NULL
"Yokai Watch 2 Shinuchi",562,2014,Role-Playing,0,0,2.68,0,3DS,"Level 5",NULL,NULL,NULL
"Need for Speed: Shift",563,2009,Racing,0.69,1.41,0.04,0.53,PS3,"Electronic Arts",NULL,NULL,NULL
"Final Fantasy XIII-2",564,2011,Role-Playing,0.78,0.75,0.89,0.26,PS3,"Square Enix",NULL,NULL,NULL
"Mortal Kombat",565,1992,Fighting,1.95,0.63,0,0.09,GEN,"Arena Entertainment",NULL,NULL,NULL
"Call Of Duty 2: Big Red One",566,2005,Shooter,1.48,0.92,0.01,0.26,PS2,Activision,NULL,NULL,NULL
"Guitar Hero: World Tour",567,2008,Misc,1.78,0.64,0,0.25,X360,Activision,NULL,NULL,NULL
"Medal of Honor",568,1998,Shooter,1.44,1.09,0,0.14,PS,"Electronic Arts",NULL,NULL,NULL
Fable,569,2004,Role-Playing,1.99,0.58,0,0.09,XB,"Microsoft Game Studios",NULL,NULL,NULL
"Hannah Montana",570,2006,Action,1.59,0.8,0,0.26,DS,"Disney Interactive Studios",NULL,NULL,NULL
"Tom Clancy's Splinter Cell",571,2003,Action,1.15,1.11,0,0.4,PS2,Ubisoft,NULL,NULL,NULL
"Skylanders Giants",572,2012,Action,1.56,0.88,0,0.22,Wii,Activision,NULL,NULL,NULL
"Medal of Honor Heroes",573,2006,Shooter,0.86,1.11,0.01,0.66,PSP,"Electronic Arts",NULL,NULL,NULL
"Super Mario Bros.: The Lost Levels",574,1986,Platform,0,0,2.65,0,NES,Nintendo,NULL,NULL,NULL
"Star Wars: Shadows of the Empire",575,1996,Action,2,0.5,0.12,0.03,N64,Nintendo,NULL,NULL,NULL
"LEGO Star Wars: The Complete Saga",576,2007,Action,1.53,0.87,0,0.24,X360,LucasArts,NULL,NULL,NULL
"Midnight Club: Street Racing",577,2000,Racing,2,0.47,0.02,0.14,PS2,"Take-Two Interactive",NULL,NULL,NULL
"Pac-Man: Adventures in Time",578,2006,Fighting,0.76,1.1,0.12,0.65,PSP,"Sony Computer Entertainment",NULL,NULL,NULL
"Halo Wars",579,2009,Strategy,1.53,0.82,0.04,0.24,X360,"Microsoft Game Studios",NULL,NULL,NULL
"God of War Collection",580,2009,Action,1.7,0.46,0.06,0.41,PS3,"Sony Computer Entertainment",NULL,NULL,NULL
"ESPN NFL 2K5",581,2004,Sports,2.15,0.12,0,0.36,PS2,Sega,NULL,NULL,NULL
"Mario Strikers Charged",582,2007,Sports,1.07,1.06,0.24,0.25,Wii,Nintendo,NULL,NULL,NULL
"Medal of Honor",583,2010,Shooter,1.55,0.81,0.04,0.21,X360,"Electronic Arts",NULL,NULL,NULL
"FIFA Soccer 10",584,2009,Sports,0.59,1.79,0.01,0.23,X360,"Electronic Arts",NULL,NULL,NULL
"NBA 2K12",585,2011,Sports,2.31,0.14,0.01,0.16,X360,"Take-Two Interactive",NULL,NULL,NULL
"Style Savvy",586,2008,Simulation,0.63,0.84,0.96,0.19,DS,Nintendo,NULL,NULL,NULL
"Harry Potter and the Chamber of Secrets",587,2002,Action,0.9,1.22,0.04,0.44,PS2,"Electronic Arts",NULL,NULL,NULL
"Super Mario All-Stars: Limited Edition",588,2010,Platform,1.02,0.52,0.92,0.14,Wii,Nintendo,NULL,NULL,NULL
"Streets of Rage",589,1990,Action,1.86,0.55,0.11,0.08,GEN,Sega,NULL,NULL,NULL
"FIFA Soccer 09",590,2008,Sports,0.48,1.63,0.04,0.43,PS3,"Electronic Arts",NULL,NULL,NULL
"Ratchet & Clank Future: Tools of Destruction",591,2007,Platform,0.93,1.12,0.08,0.45,PS3,"Sony Computer Entertainment",NULL,NULL,NULL
"NBA Live 2005",592,2004,Sports,2.03,0.21,0,0.35,PS2,"Electronic Arts",NULL,NULL,NULL
LittleBigPlanet,593,2009,Platform,0.64,1.24,0.01,0.69,PSP,"Sony Computer Entertainment",NULL,NULL,NULL
"Killzone: Shadow Fall",594,2013,Shooter,0.89,1.33,0.07,0.28,PS4,"Sony Computer Entertainment",NULL,NULL,NULL
"Ghostbusters: The Video Game (DS Version)",595,2009,Action,1.04,1.24,0.03,0.27,X360,"Take-Two Interactive",NULL,NULL,NULL
"Monster Hunter Freedom 2",596,2007,Role-Playing,0.37,0.27,1.75,0.18,PSP,Capcom,NULL,NULL,NULL
"WWE SmackDown vs. RAW 2007",597,2006,Fighting,1.4,0.88,0.03,0.26,PS2,THQ,NULL,NULL,NULL
"Ratchet & Clank: Up Your Arsenal",598,2004,Platform,1.31,0.74,0.31,0.22,PS2,"Sony Computer Entertainment",NULL,NULL,NULL
"Art Academy",599,2010,Misc,0.28,1.68,0.33,0.28,DS,Nintendo,NULL,NULL,NULL
"Dragon Age: Origins",600,2009,Role-Playing,1.76,0.56,0.03,0.22,X360,"Electronic Arts",NULL,NULL,NULL
"Madden NFL 08",601,2007,Sports,2.14,0.08,0,0.35,PS2,"Electronic Arts",NULL,NULL,NULL
"Sonic Adventure 2 Battle",602,2001,Platform,1.7,0.59,0.21,0.07,GC,Sega,NULL,NULL,NULL
"Dragon Warrior II",603,1987,Role-Playing,0.15,0,2.41,0,NES,"Enix Corporation",NULL,NULL,NULL
"Madden NFL 13",604,2012,Sports,2.11,0.23,0,0.22,PS3,"Electronic Arts",NULL,NULL,NULL
"Pokémon Colosseum",605,2003,Role-Playing,1.21,0.57,0.7,0.07,GC,Nintendo,NULL,NULL,NULL
"Deca Sports",606,2008,Sports,1.13,0.87,0.29,0.25,Wii,"Konami Digital Entertainment",NULL,NULL,NULL
"Madden NFL 09",607,2008,Sports,2.21,0.12,0,0.2,X360,"Electronic Arts",NULL,NULL,NULL
"Crazy Taxi",609,2001,Racing,1.13,1.12,0.06,0.22,PS2,"Acclaim Entertainment",NULL,NULL,NULL
"Perfect Dark",610,2000,Action,1.55,0.75,0.16,0.06,N64,Nintendo,NULL,NULL,NULL
"Game Party",611,2007,Misc,1.5,0.78,0,0.24,Wii,"Midway Games",NULL,NULL,NULL
"Dragon Warrior",612,1986,Role-Playing,0.49,0,0.52,1.51,NES,Capcom,NULL,NULL,NULL
"Tomb Raider (2013)",613,2013,Action,0.6,1.31,0.08,0.52,PS3,"Square Enix",NULL,NULL,NULL
"Marvel: Ultimate Alliance",614,2006,Role-Playing,2.29,0.02,0,0.19,X360,Activision,NULL,NULL,NULL
"PES 2009: Pro Evolution Soccer",615,2008,Sports,0.13,0.07,0.26,2.05,PS2,"Konami Digital Entertainment",NULL,NULL,NULL
"Mario Party 2",616,1999,Misc,1.28,0.14,1.08,0.01,N64,Nintendo,NULL,NULL,NULL
"Saints Row: The Third",617,2011,Action,0.86,1.06,0.18,0.39,PS3,THQ,NULL,NULL,NULL
"Rockstar Games Double Pack: Grand Theft Auto III & Grand Theft Auto Vice City",618,2003,Action,1.84,0.56,0,0.09,XB,"Take-Two Interactive",NULL,NULL,NULL
"LEGO Harry Potter: Years 1-4",619,2010,Action,1.29,0.97,0,0.23,Wii,"Warner Bros. Interactive Entertainment",NULL,NULL,NULL
"Mortal Kombat: Deadly Alliance",620,2002,Fighting,1.81,0.52,0,0.15,PS2,"Midway Games",NULL,NULL,NULL
"Resistance 2",621,2008,Shooter,1.15,0.85,0.1,0.39,PS3,"Sony Computer Entertainment",NULL,NULL,NULL
Pure,622,2008,Racing,1.38,0.85,0,0.25,X360,"Disney Interactive Studios",NULL,NULL,NULL
"Tomb Raider: The Last Revelation",623,1998,Action,1.15,1.14,0.06,0.13,PS,"Eidos Interactive",NULL,NULL,NULL
"NBA 2K13",624,2012,Sports,1.72,0.44,0.05,0.27,PS3,"Take-Two Interactive",NULL,NULL,NULL
"NBA 2K14",626,2013,Sports,2.1,0.2,0,0.17,X360,"Take-Two Interactive",NULL,NULL,NULL
"Mario Party 4",627,2002,Misc,1.13,0.36,0.92,0.07,GC,Nintendo,NULL,NULL,NULL
"uDraw Studio",628,2010,Misc,1.67,0.58,0,0.2,Wii,THQ,NULL,NULL,NULL
"Midnight Club: Los Angeles",629,2008,Racing,1.55,0.54,0.05,0.31,PS3,"Take-Two Interactive",NULL,NULL,NULL
"Final Fantasy V",630,1992,Role-Playing,0,0,2.43,0.02,SNES,SquareSoft,NULL,NULL,NULL
"Final Fantasy Tactics",631,1997,Role-Playing,0.93,0.12,1.34,0.06,PS,SquareSoft,NULL,NULL,NULL
"Twisted Metal 2",632,1996,Racing,2.12,0.25,0,0.07,PS,"Sony Computer Entertainment",NULL,NULL,NULL
"Halo: Combat Evolved Anniversary",633,2011,Shooter,1.44,0.73,0.04,0.22,X360,"Microsoft Game Studios",NULL,NULL,NULL
"Need for Speed Carbon: Own the City",634,2006,Racing,0.87,0.98,0,0.59,PSP,"Electronic Arts",NULL,NULL,NULL
"The Sims: Bustin' Out",635,2003,Simulation,1.07,1.19,0,0.18,PS2,"Electronic Arts",NULL,NULL,NULL
"Riven: The Sequel to Myst",636,1997,Adventure,1.52,0.82,0,0.1,PC,"Red Orb",NULL,NULL,NULL
"Tom Clancy's Rainbow Six: Vegas 2",637,2008,Shooter,1.56,0.61,0.02,0.23,X360,Ubisoft,NULL,NULL,NULL
"Sonic Adventure",638,1998,Platform,1.26,0.61,0.46,0.08,DC,Sega,NULL,NULL,NULL
"Ice Hockey",639,1988,Sports,1.27,0.32,0.78,0.05,NES,Nintendo,NULL,NULL,NULL
"pro evolution soccer 2011",640,2010,Sports,0.29,1.18,0.54,0.41,PS3,"Konami Digital Entertainment",NULL,NULL,NULL
"Dragon Ball Z: Budokai 2",641,2003,Fighting,1.63,0.22,0.51,0.06,PS2,Atari,NULL,NULL,NULL
"ATV Offroad Fury",642,2001,Racing,2.07,0.26,0,0.08,PS2,"Sony Computer Entertainment",NULL,NULL,NULL
"Dino Crisis",643,1998,Action,0.81,0.76,0.7,0.14,PS,Capcom,NULL,NULL,NULL
Minecraft,644,2014,Misc,1.43,0.76,0,0.22,XOne,"Microsoft Game Studios",NULL,NULL,NULL
"Need for Speed: ProStreet",645,2007,Racing,0.69,0,0.04,1.68,PS2,"Electronic Arts",NULL,NULL,NULL
"Madden NFL 16",646,2015,Sports,2.07,0.08,0,0.26,XOne,"Electronic Arts",NULL,NULL,NULL
"Tetris Plus",647,1996,Puzzle,2.1,0.24,0,0.07,PS,JVC,NULL,NULL,NULL
"Pro Wrestling",648,1987,Fighting,0.77,0.18,1.42,0.03,NES,Nintendo,NULL,NULL,NULL
"Theme Hospital",649,1997,Strategy,2.3,0.1,0,0,PC,"Electronic Arts",NULL,NULL,NULL
"Need for Speed (2015)",651,2015,Racing,0.49,1.49,0.05,0.36,PS4,"Electronic Arts",NULL,NULL,NULL
"Zumba Fitness",652,2010,Sports,1.74,0.48,0,0.18,X360,"505 Games",NULL,NULL,NULL
Monopoly,655,1994,Misc,1.49,0.81,0,0.1,PC,"Hasbro Interactive",NULL,NULL,NULL
"Batman: Arkham Origins",656,2013,Action,1.07,0.87,0.04,0.4,PS3,"Warner Bros. Interactive Entertainment",NULL,NULL,NULL
"Dead Island",657,2011,Action,1.48,0.71,0,0.2,X360,"Deep Silver",NULL,NULL,NULL
"Guitar Hero",658,2005,Misc,1.67,0.61,0.03,0.07,PS2,RedOctane,NULL,NULL,NULL
"LEGO Star Wars: The Complete Saga",659,2007,Action,1.02,0.97,0,0.39,PS3,LucasArts,NULL,NULL,NULL
"Kinect: Disneyland Adventures",660,2011,Misc,1.73,0.46,0.02,0.18,X360,"Microsoft Game Studios",NULL,NULL,NULL
"WCW/nWo Revenge",661,1998,Fighting,1.94,0.39,0.03,0.02,N64,THQ,NULL,NULL,NULL
Bloodborne,662,2015,Action,1,0.76,0.26,0.36,PS4,"Sony Computer Entertainment",NULL,NULL,NULL
"NBA 2K15",663,2014,Sports,1.46,0.54,0.01,0.37,PS4,"Take-Two Interactive",NULL,NULL,NULL
"Madden NFL 11",664,2010,Sports,2.04,0.15,0,0.19,PS3,"Electronic Arts",NULL,NULL,NULL
"Yu-Gi-Oh! The Duelists of the Roses",665,2001,Misc,1.16,0.91,0,0.3,PS2,"Konami Digital Entertainment",NULL,NULL,NULL
"Madden NFL 08",666,2007,Sports,2.18,0.01,0,0.18,X360,"Electronic Arts",NULL,NULL,NULL
"Half-Life 2",667,2004,Shooter,2.28,0.02,0.08,0,PC,"Vivendi Games",NULL,NULL,NULL
"The Incredibles",668,2004,Action,0.96,1.08,0.04,0.3,PS2,THQ,NULL,NULL,NULL
"Tony Hawk's Underground 2",669,2004,Sports,1.25,0.86,0.01,0.26,PS2,Activision,NULL,NULL,NULL
"Madden NFL 10",670,2009,Sports,2.03,0.13,0,0.21,PS3,"Electronic Arts",NULL,NULL,NULL
"Kinect Sports: Season Two",671,2011,Sports,1.38,0.74,0.02,0.22,X360,"Microsoft Game Studios",NULL,NULL,NULL
"Kirby's Dream Land 2",672,1995,Platform,0.69,0.14,1.48,0.05,GB,Nintendo,NULL,NULL,NULL
"LEGO Harry Potter: Years 1-4",673,2010,Action,1.07,1.05,0,0.23,DS,"Warner Bros. Interactive Entertainment",NULL,NULL,NULL
"Donkey Kong Land II",674,1996,Platform,1.39,0.48,0.4,0.08,GB,Nintendo,NULL,NULL,NULL
"Dragon Warrior Monsters",675,1998,Role-Playing,0,0,2.34,0.01,GB,"Eidos Interactive",NULL,NULL,NULL
"Midnight Club: Los Angeles",676,2008,Racing,1.68,0.46,0.01,0.2,X360,"Take-Two Interactive",NULL,NULL,NULL
"Skylanders SWAP Force",677,2013,Platform,1.32,0.83,0,0.2,Wii,Activision,NULL,NULL,NULL
"WWE SmackDown vs Raw 2008",678,2007,Fighting,0.92,0,0.01,1.41,PS2,THQ,NULL,NULL,NULL
"My Fitness Coach",679,2008,Sports,1.2,0.9,0,0.24,Wii,Ubisoft,NULL,NULL,NULL
"Resident Evil - Code: Veronica X",680,2001,Action,1.08,0.7,0.34,0.21,PS2,Capcom,NULL,NULL,NULL
"The Sims 3",681,2010,Simulation,1.27,0.86,0,0.2,X360,"Electronic Arts",NULL,NULL,NULL
"The Legend of Zelda: Majora's Mask 3D",682,2015,Action,1.14,0.54,0.47,0.17,3DS,Nintendo,NULL,NULL,NULL
"NBA 2K16",683,2015,Sports,1.93,0.14,0,0.24,XOne,"Take-Two Interactive",NULL,NULL,NULL
"Just Dance Kids",684,2010,Misc,1.57,0.56,0,0.19,Wii,Ubisoft,NULL,NULL,NULL
"Mario Tennis",685,2000,Sports,0.78,0.4,1.06,0.07,N64,Nintendo,NULL,NULL,NULL
"Grand Theft Auto",686,1997,Action,0.79,1.35,0.04,0.14,PS,"Take-Two Interactive",NULL,NULL,NULL
"James Bond 007: Everything or Nothing",687,2004,Shooter,0.85,1.06,0.09,0.32,PS2,"Electronic Arts",NULL,NULL,NULL
"WarioWare Touched!",688,2004,Puzzle,0.52,0.45,1.21,0.13,DS,Nintendo,NULL,NULL,NULL
"Need For Speed: High Stakes",689,1999,Racing,1.58,0.64,0,0.09,PS,"Electronic Arts",NULL,NULL,NULL
"Chrono Trigger",690,1995,Role-Playing,0.28,0,2.02,0.01,SNES,SquareSoft,NULL,NULL,NULL
"Cool Boarders 3",691,1998,Sports,1.65,0.46,0.1,0.1,PS,"989 Studios",NULL,NULL,NULL
